,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
4573909,328,TRANSFER,975389.94,C891486597,975389.94,0.0,C951633995,0.0,0.0,1,0
4580661,328,TRANSFER,364375.51,C1765014536,364375.51,0.0,C2037810492,0.0,0.0,1,0
4581258,328,TRANSFER,43814.15,C1204866352,43814.15,0.0,C16371707,0.0,0.0,1,0
4584812,328,TRANSFER,474467.2,C1221668517,474467.2,0.0,C2134508873,0.0,0.0,1,0
4584851,328,TRANSFER,6391.6,C1446359154,6391.6,0.0,C1765191456,0.0,0.0,1,0
4585665,328,TRANSFER,2299330.46,C376938867,2299330.46,0.0,C1217738819,0.0,0.0,1,0
4586528,328,TRANSFER,342120.59,C1280846631,342120.59,0.0,C1962241451,0.0,0.0,1,0
4589636,328,TRANSFER,337810.17,C1598819354,337810.17,0.0,C1081484003,0.0,0.0,1,0
4589638,328,TRANSFER,2137134.15,C1999096176,2137134.15,0.0,C136063013,0.0,0.0,1,0
4613842,329,TRANSFER,3551022.86,C156594551,3551022.86,0.0,C672862177,0.0,0.0,1,0
4622134,329,TRANSFER,338062.05,C1562312616,338062.05,0.0,C227222097,0.0,0.0,1,0
4623394,329,TRANSFER,84312.29,C1386334187,84312.29,0.0,C250821807,0.0,0.0,1,0
4632918,330,TRANSFER,1031608.37,C1371377403,1031608.37,0.0,C1639950711,0.0,0.0,1,0
4640169,330,TRANSFER,61756.82,C1415217064,61756.82,0.0,C2101562170,0.0,0.0,1,0
4645127,330,TRANSFER,19692.68,C1019553772,19692.68,0.0,C1806361762,0.0,0.0,1,0
4645692,330,TRANSFER,9198459.96,C1938563375,9198459.96,0.0,C1187100670,0.0,0.0,1,0
4667521,330,TRANSFER,40388.58,C1000513158,40388.58,0.0,C1758335977,0.0,0.0,1,0
4684524,331,TRANSFER,420330.71,C1868228472,420330.71,0.0,C1690604100,0.0,0.0,1,0
4690000,331,TRANSFER,161859.16,C968443194,161859.16,0.0,C65648363,0.0,0.0,1,0
4706481,331,TRANSFER,398219.08,C1304547531,398219.08,0.0,C19996570,0.0,0.0,1,0
4718137,332,TRANSFER,19226.25,C56751982,19226.25,0.0,C2138523923,0.0,0.0,1,0
4718485,332,TRANSFER,282018.0,C1799860706,282018.0,0.0,C80713537,0.0,0.0,1,0
4723177,332,TRANSFER,301579.42,C1802836404,301579.42,0.0,C1121500032,0.0,0.0,1,0
4745423,333,TRANSFER,2070939.88,C1745983205,2070939.88,0.0,C754249835,0.0,0.0,1,0
4745572,333,TRANSFER,17207.65,C1767715756,17207.65,0.0,C785026451,0.0,0.0,1,0
4751529,333,TRANSFER,613386.47,C1747145837,613386.47,0.0,C915095399,0.0,0.0,1,0
4757582,333,TRANSFER,1861928.35,C1160054760,1861928.35,0.0,C223760078,0.0,0.0,1,0
4760262,334,TRANSFER,554501.15,C1771742794,554501.15,0.0,C799681184,0.0,0.0,1,0
4769537,334,TRANSFER,972142.03,C47484490,972142.03,0.0,C698155401,0.0,0.0,1,0
4772750,335,TRANSFER,723915.85,C452762754,723915.85,0.0,C66230253,0.0,0.0,1,0
4776772,335,TRANSFER,1495203.8,C1515649837,1495203.8,0.0,C1556905270,0.0,0.0,1,0
4782093,336,TRANSFER,964388.1,C1529791682,964388.1,0.0,C215273988,0.0,0.0,1,0
4782248,336,TRANSFER,170038.31,C498550702,170038.31,0.0,C982724683,0.0,0.0,1,0
4782360,336,TRANSFER,1950022.93,C464058059,1950022.93,0.0,C539311335,0.0,0.0,1,0
4782637,336,TRANSFER,38115.0,C196135268,38115.0,0.0,C1809264943,0.0,0.0,1,0
4782754,336,TRANSFER,5903457.39,C139878018,5903457.39,0.0,C1395018529,0.0,0.0,1,0
4784096,336,TRANSFER,9207.38,C1777315934,9207.38,0.0,C44566269,0.0,0.0,1,0
4784216,336,TRANSFER,786573.0,C1366635170,786573.0,0.0,C21231509,0.0,0.0,1,0
4784413,336,TRANSFER,205129.12,C1107458985,205129.12,0.0,C1531477011,0.0,0.0,1,0
4784595,336,TRANSFER,15560.34,C1954089665,15560.34,0.0,C286946566,0.0,0.0,1,0
4784795,337,TRANSFER,505580.22,C361536240,505580.22,0.0,C486742057,0.0,0.0,1,0
4784797,337,TRANSFER,88748.63,C1144789769,88748.63,0.0,C655242288,0.0,0.0,1,0
4784882,337,TRANSFER,623152.72,C462257354,623152.72,0.0,C565177857,0.0,0.0,1,0
4785012,337,TRANSFER,46073.56,C1249464392,46073.56,0.0,C878074974,0.0,0.0,1,0
4785023,337,TRANSFER,658637.38,C1165937367,658637.38,0.0,C70514826,0.0,0.0,1,0
4785311,338,TRANSFER,119443.3,C1091303521,119443.3,0.0,C900573262,0.0,0.0,1,0
4785576,338,TRANSFER,143340.15,C1569274327,143340.15,0.0,C110673427,0.0,0.0,1,0
4785624,339,TRANSFER,343177.04,C1919174675,343177.04,0.0,C776089262,0.0,0.0,1,0
4785626,339,TRANSFER,164382.72,C121591434,164382.72,0.0,C245389073,0.0,0.0,1,0
4785628,339,TRANSFER,6515.64,C1051682068,6515.64,0.0,C2134026296,0.0,0.0,1,0
4785630,339,TRANSFER,373531.87,C1176876206,373531.87,0.0,C29820940,0.0,0.0,1,0
4785632,339,TRANSFER,1532281.61,C1947091405,1532281.61,0.0,C829302750,0.0,0.0,1,0
4785634,340,TRANSFER,92145.4,C1372492756,92145.4,0.0,C1868659811,0.0,0.0,1,0
4785636,340,TRANSFER,26478.48,C1021627549,26478.48,0.0,C513494131,0.0,0.0,1,0
4785638,340,TRANSFER,4896179.38,C1482401390,4896179.38,0.0,C1010534882,0.0,0.0,1,0
4785640,340,TRANSFER,596127.11,C431054678,596127.11,0.0,C1864318595,0.0,0.0,1,0
4785642,340,TRANSFER,4677358.76,C1888264566,4677358.76,0.0,C947826109,0.0,0.0,1,0
4785644,341,TRANSFER,127528.92,C435054778,127528.92,0.0,C1175951060,0.0,0.0,1,0
4785646,341,TRANSFER,357824.01,C45970482,357824.01,0.0,C687230384,0.0,0.0,1,0
4785648,341,TRANSFER,3011102.29,C1419528476,3011102.29,0.0,C273422649,0.0,0.0,1,0
4785650,341,TRANSFER,929787.24,C1428944530,929787.24,0.0,C385537527,0.0,0.0,1,0
4785652,341,TRANSFER,414394.38,C934172571,414394.38,0.0,C97161291,0.0,0.0,1,0
4785654,342,TRANSFER,253261.36,C293823168,253261.36,0.0,C1902597722,0.0,0.0,1,0
4785656,342,TRANSFER,22402.21,C594348983,22402.21,0.0,C978716589,0.0,0.0,1,0
4785658,342,TRANSFER,127018.14,C1626624594,127018.14,0.0,C136299479,0.0,0.0,1,0
4785660,342,TRANSFER,114308.2,C1112871969,114308.2,0.0,C1982709686,0.0,0.0,1,0
4785662,342,TRANSFER,348952.97,C929585215,348952.97,0.0,C634016277,0.0,0.0,1,0
4785664,342,TRANSFER,549159.68,C538261432,549159.68,0.0,C525961940,0.0,0.0,1,0
4785666,342,TRANSFER,21279.19,C1200071210,21279.19,0.0,C794836195,0.0,0.0,1,0
4785668,343,TRANSFER,540530.08,C1809782314,540530.08,0.0,C1510946002,0.0,0.0,1,0
4785670,343,TRANSFER,101013.32,C108505415,101013.32,0.0,C1874406892,0.0,0.0,1,0
4785672,343,TRANSFER,802417.45,C517450408,802417.45,0.0,C1440068099,0.0,0.0,1,0
4785674,343,TRANSFER,59829.03,C1674654247,59829.03,0.0,C1428596323,0.0,0.0,1,0
4785676,343,TRANSFER,237943.62,C421063586,237943.62,0.0,C339061789,0.0,0.0,1,0
4785678,343,TRANSFER,908228.29,C388892858,908228.29,0.0,C345845243,0.0,0.0,1,0
4785680,344,TRANSFER,272997.35,C1063225525,272997.35,0.0,C1738718306,0.0,0.0,1,0
4785682,344,TRANSFER,2231580.5,C123840755,2231580.5,0.0,C417847795,0.0,0.0,1,0
4785684,344,TRANSFER,118499.44,C1083881826,118499.44,0.0,C74060450,0.0,0.0,1,0
4785768,345,TRANSFER,116940.32,C1197962253,116940.32,0.0,C119628721,0.0,0.0,1,0
4786528,345,TRANSFER,927729.13,C1055707930,927729.13,0.0,C587273362,0.0,0.0,1,0
4786794,345,TRANSFER,8994286.69,C76442447,8994286.69,0.0,C684493652,0.0,0.0,1,0
4793603,345,TRANSFER,132973.41,C1231621270,132973.41,0.0,C463737708,0.0,0.0,1,0
4796623,345,TRANSFER,128936.95,C673297850,128936.95,0.0,C880160644,0.0,0.0,1,0
4798737,345,TRANSFER,166271.16,C1392757965,166271.16,0.0,C472347889,0.0,0.0,1,0
4814657,346,TRANSFER,1504870.33,C371044558,1504870.33,0.0,C47031596,0.0,0.0,1,0
4823479,346,TRANSFER,180110.22,C507471240,180110.22,0.0,C1709413116,0.0,0.0,1,0
4824969,346,TRANSFER,516355.22,C1361333152,516355.22,0.0,C46072537,0.0,0.0,1,0
4863913,348,TRANSFER,291264.2,C189611887,291264.2,0.0,C876551475,0.0,0.0,1,0
4870587,348,TRANSFER,7445820.78,C1893971699,7445820.78,0.0,C520742045,0.0,0.0,1,0
4875892,348,TRANSFER,31374.02,C14761859,31374.02,0.0,C361194478,0.0,0.0,1,0
4881849,348,TRANSFER,142715.07,C2128296951,142715.07,0.0,C1202616415,0.0,0.0,1,0
4887391,349,TRANSFER,1023356.77,C1706454657,1023356.77,0.0,C433479110,0.0,0.0,1,0
4889285,349,TRANSFER,1258706.84,C1395405060,1258706.84,0.0,C567530691,0.0,0.0,1,0
4892273,349,TRANSFER,3309631.1,C1512400234,3309631.1,0.0,C356153034,0.0,0.0,1,0
4894989,349,TRANSFER,319974.69,C1581587658,319974.69,0.0,C1897617923,0.0,0.0,1,0
4895068,349,TRANSFER,98736.52,C1777704750,98736.52,0.0,C1874416454,0.0,0.0,1,0
4902605,349,TRANSFER,977805.62,C1276671609,977805.62,0.0,C1381797613,0.0,0.0,1,0
4912415,349,TRANSFER,14279.89,C157192204,14279.89,0.0,C1684873650,0.0,0.0,1,0
4913824,349,TRANSFER,80800.21,C1531072167,80800.21,0.0,C1150452226,0.0,0.0,1,0
4915599,349,TRANSFER,1398633.34,C1585861369,1398633.34,0.0,C154053358,0.0,0.0,1,0
4917299,350,TRANSFER,207517.2,C1366548953,207517.2,0.0,C720291074,0.0,0.0,1,0
4919896,350,TRANSFER,915672.67,C835019402,915672.67,0.0,C742104229,0.0,0.0,1,0
4922501,350,TRANSFER,2728625.68,C2079148298,2728625.68,0.0,C807091049,0.0,0.0,1,0
4929504,350,TRANSFER,5963850.34,C1131453044,5963850.34,0.0,C191560026,0.0,0.0,1,0
4930982,350,TRANSFER,484772.73,C1980995791,484772.73,0.0,C1952713155,0.0,0.0,1,0
4932994,350,TRANSFER,257988.47,C387427558,257988.47,0.0,C364328277,0.0,0.0,1,0
4942014,350,TRANSFER,640648.06,C1231531045,640648.06,0.0,C1282254449,0.0,0.0,1,0
4945978,351,TRANSFER,118111.77,C454838857,118111.77,0.0,C838301055,0.0,0.0,1,0
4950857,351,TRANSFER,153607.08,C875012263,153607.08,0.0,C1330100678,0.0,0.0,1,0
4955045,351,TRANSFER,178344.25,C1280852753,178344.25,0.0,C461887553,0.0,0.0,1,0
4955475,351,TRANSFER,6417789.09,C355768552,6417789.09,0.0,C191674614,0.0,0.0,1,0
4962035,351,TRANSFER,4129482.96,C1021520214,4129482.96,0.0,C1025216993,0.0,0.0,1,0
4965641,351,TRANSFER,63.8,C1293504491,63.8,0.0,C1368130863,0.0,0.0,1,0
4967551,351,TRANSFER,9772559.35,C417981063,9772559.35,0.0,C1176673721,0.0,0.0,1,0
4967646,351,TRANSFER,6721321.33,C1914099833,6721321.33,0.0,C1517275009,0.0,0.0,1,0
4969964,351,TRANSFER,1552664.33,C1431338158,1552664.33,0.0,C1230205848,0.0,0.0,1,0
4971581,352,TRANSFER,600722.15,C1741494580,600722.15,0.0,C180982183,0.0,0.0,1,0
4972552,352,TRANSFER,2111475.81,C121062749,2111475.81,0.0,C1874985982,0.0,0.0,1,0
4976267,352,TRANSFER,614145.31,C1021093618,614145.31,0.0,C1029613730,0.0,0.0,1,0
4981588,352,TRANSFER,75734.99,C2133141202,75734.99,0.0,C1561593224,0.0,0.0,1,0
4983781,352,TRANSFER,7454553.06,C1023551084,7454553.06,0.0,C257701345,0.0,0.0,1,0
4991601,352,TRANSFER,166456.54,C2019110541,166456.54,0.0,C2098382104,0.0,0.0,1,0
4995883,352,TRANSFER,154052.34,C2069798530,154052.34,0.0,C2110724119,0.0,0.0,1,0
4995953,352,TRANSFER,1962548.46,C139606427,1962548.46,0.0,C2082743623,0.0,0.0,1,0
5001611,353,TRANSFER,13774.15,C836797981,13774.15,0.0,C658953429,0.0,0.0,1,0
5010002,353,TRANSFER,174566.53,C1993094343,174566.53,0.0,C639161653,0.0,0.0,1,0
5012384,353,TRANSFER,839008.91,C2024314550,839008.91,0.0,C510808127,0.0,0.0,1,0
5025310,353,TRANSFER,275082.0,C229722378,275082.0,0.0,C167926085,0.0,0.0,1,0
5033182,354,TRANSFER,10000000.0,C501435638,19299230.13,9299230.13,C201807091,0.0,0.0,1,0
5033184,354,TRANSFER,9299230.13,C350993487,9299230.13,0.0,C1614280501,0.0,0.0,1,0
5039840,354,TRANSFER,283429.1,C712071117,283429.1,0.0,C465712526,0.0,0.0,1,0
5040725,354,TRANSFER,375419.35,C634556474,375419.35,0.0,C1581571123,0.0,0.0,1,0
5045173,354,TRANSFER,69878.14,C1182199361,69878.14,0.0,C1178014735,0.0,0.0,1,0
5065625,354,TRANSFER,66550.0,C1257904471,66550.0,0.0,C1927793477,0.0,0.0,1,0
5072054,355,TRANSFER,5338162.8,C622353866,5338162.8,0.0,C955190047,0.0,0.0,1,0
5080119,355,TRANSFER,3592596.97,C15678402,3592596.97,0.0,C1208224272,0.0,0.0,1,0
5099866,355,TRANSFER,42483.97,C1483983582,42483.97,0.0,C1385439300,0.0,0.0,1,0
5112229,355,TRANSFER,883366.69,C466961726,883366.69,0.0,C1107573885,0.0,0.0,1,0
5115794,356,TRANSFER,7360.15,C854622383,7360.15,0.0,C1455552961,0.0,0.0,1,0
5128584,356,TRANSFER,5952739.3,C1569009550,5952739.3,0.0,C1429463996,0.0,0.0,1,0
5133542,356,TRANSFER,357226.8,C820024675,357226.8,0.0,C1707005177,0.0,0.0,1,0
5149973,357,TRANSFER,74921.74,C1335541144,74921.74,0.0,C887702391,0.0,0.0,1,0
5153502,357,TRANSFER,2239461.29,C972148639,2239461.29,0.0,C1247043439,0.0,0.0,1,0
5153895,357,TRANSFER,790332.43,C247316356,790332.43,0.0,C600765612,0.0,0.0,1,0
5155109,357,TRANSFER,484493.06,C1001502110,484493.06,0.0,C1201215957,0.0,0.0,1,0
5155922,357,TRANSFER,251199.91,C482850122,251199.91,0.0,C1683790241,0.0,0.0,1,0
5157485,357,TRANSFER,4177467.46,C1493761372,4177467.46,0.0,C1907708290,0.0,0.0,1,0
5159631,357,TRANSFER,10000000.0,C393177637,10653151.55,653151.55,C106531078,0.0,0.0,1,0
5159633,357,TRANSFER,653151.55,C1103031078,653151.55,0.0,C1355105404,0.0,0.0,1,0
5160995,357,TRANSFER,282332.91,C830157856,282332.91,0.0,C1658291646,0.0,0.0,1,0
5162648,358,TRANSFER,10358.27,C1843682589,10358.27,0.0,C117985558,0.0,0.0,1,0
5166090,358,TRANSFER,5656416.95,C441240054,5656416.95,0.0,C1113984965,0.0,0.0,1,0
5170864,358,TRANSFER,376059.27,C741331613,376059.27,0.0,C1388979353,0.0,0.0,1,0
5171585,358,TRANSFER,361877.28,C946052471,361877.28,0.0,C621645313,0.0,0.0,1,0
5174444,358,TRANSFER,1438737.78,C1024427567,1438737.78,0.0,C1328999824,0.0,0.0,1,0
5175412,359,TRANSFER,45271.85,C1007340530,45271.85,0.0,C527429443,0.0,0.0,1,0
5176095,359,TRANSFER,122639.34,C1075724931,122639.34,0.0,C464861885,0.0,0.0,1,0
5178428,359,TRANSFER,105733.45,C2118754392,105733.45,0.0,C650299335,0.0,0.0,1,0
5179011,359,TRANSFER,10000000.0,C1889901787,12056779.24,2056779.24,C1023006881,0.0,0.0,1,0
5179013,359,TRANSFER,2056779.24,C30165590,2056779.24,0.0,C919133464,0.0,0.0,1,0
5179871,359,TRANSFER,7428844.46,C1805149634,7428844.46,0.0,C849581392,0.0,0.0,1,0
5183266,360,TRANSFER,882011.04,C1756642124,882011.04,0.0,C1851353200,0.0,0.0,1,0
5183487,360,TRANSFER,261742.96,C913474262,261742.96,0.0,C627102981,0.0,0.0,1,0
5184151,360,TRANSFER,758848.47,C1635073538,758848.47,0.0,C25163995,0.0,0.0,1,0
5184651,360,TRANSFER,78357.77,C800929462,78357.77,0.0,C1220198198,0.0,0.0,1,0
5186063,361,TRANSFER,1082308.05,C39420818,1082308.05,0.0,C105774839,0.0,0.0,1,0
5186079,361,TRANSFER,3421212.04,C398903352,3421212.04,0.0,C2067388128,0.0,0.0,1,0
5186344,361,TRANSFER,140807.76,C260837580,140807.76,0.0,C1657343316,0.0,0.0,1,0
5186527,361,TRANSFER,54892.98,C272031055,54892.98,0.0,C1416978417,0.0,0.0,1,0
5186919,361,TRANSFER,1742012.06,C1829363360,1742012.06,0.0,C826844861,0.0,0.0,1,0
5186928,361,TRANSFER,1276300.86,C602426084,1276300.86,0.0,C391051128,0.0,0.0,1,0
5187122,361,TRANSFER,299016.86,C1499900306,299016.86,0.0,C1983606729,0.0,0.0,1,0
5187581,362,TRANSFER,1936403.59,C1026774960,1936403.59,0.0,C1180460308,0.0,0.0,1,0
5187760,362,TRANSFER,1139165.57,C828020985,1139165.57,0.0,C2065608692,0.0,0.0,1,0
5187769,362,TRANSFER,60314.32,C1597827743,60314.32,0.0,C1103826731,0.0,0.0,1,0
5187783,362,TRANSFER,85113.85,C362343173,85113.85,0.0,C2119235078,0.0,0.0,1,0
5187788,362,TRANSFER,1397689.48,C1224276273,1397689.48,0.0,C298592695,0.0,0.0,1,0
5187803,362,TRANSFER,60450.18,C2059535727,60450.18,0.0,C214810405,0.0,0.0,1,0
5187809,362,TRANSFER,174.92,C1554022122,174.92,0.0,C380623487,0.0,0.0,1,0
5187818,362,TRANSFER,10000000.0,C1208192074,17677120.59,7677120.59,C255905586,0.0,0.0,1,0
5187820,362,TRANSFER,7677120.59,C2068656014,7677120.59,0.0,C1266729216,0.0,0.0,1,0
5187986,362,TRANSFER,1891921.94,C893956566,1891921.94,0.0,C1302223978,0.0,0.0,1,0
5188002,363,TRANSFER,6513531.58,C875187668,6513531.58,0.0,C1712764754,0.0,0.0,1,0
5188004,363,TRANSFER,2115503.99,C34164934,2115503.99,0.0,C76366495,0.0,0.0,1,0
5188006,363,TRANSFER,692895.24,C2142345212,692895.24,0.0,C1337488224,0.0,0.0,1,0
5188008,363,TRANSFER,7703574.71,C219294261,7703574.71,0.0,C1925673449,0.0,0.0,1,0
5188010,363,TRANSFER,1715635.41,C2115222227,1715635.41,0.0,C2054556206,0.0,0.0,1,0
5188012,363,TRANSFER,216534.86,C152821682,216534.86,0.0,C580582167,0.0,0.0,1,0
5188014,363,TRANSFER,56231.05,C289350716,56231.05,0.0,C106224220,0.0,0.0,1,0
5188016,364,TRANSFER,34162.97,C328021152,34162.97,0.0,C1931140794,0.0,0.0,1,0
5188018,364,TRANSFER,703135.43,C641091675,703135.43,0.0,C1483704749,0.0,0.0,1,0
5188020,364,TRANSFER,3116889.41,C966152886,3116889.41,0.0,C588633149,0.0,0.0,1,0
5188022,365,TRANSFER,31315.51,C1174332140,31315.51,0.0,C1252332991,0.0,0.0,1,0
5188024,365,TRANSFER,4841332.26,C794947414,4841332.26,0.0,C1309662059,0.0,0.0,1,0
5188026,365,TRANSFER,93581.19,C948820574,93581.19,0.0,C1013301931,0.0,0.0,1,0
5188028,365,TRANSFER,86258.11,C1449357986,86258.11,0.0,C185244782,0.0,0.0,1,0
5188030,365,TRANSFER,155799.82,C673298372,155799.82,0.0,C1666814997,0.0,0.0,1,0
5188032,365,TRANSFER,3244067.13,C2080670113,3244067.13,0.0,C1564547651,0.0,0.0,1,0
5188034,365,TRANSFER,916644.03,C1640343789,916644.03,0.0,C1989263119,0.0,0.0,1,0
5188036,366,TRANSFER,1846748.79,C1895315229,1846748.79,0.0,C1691229227,0.0,0.0,1,0
5188038,366,TRANSFER,500003.56,C342198691,500003.56,0.0,C87161857,0.0,0.0,1,0
5188040,366,TRANSFER,2701644.17,C1273953731,2701644.17,0.0,C1701713893,0.0,0.0,1,0
5188042,366,TRANSFER,769619.59,C794571885,769619.59,0.0,C1390885602,0.0,0.0,1,0
5188044,366,TRANSFER,5807351.83,C957078136,5807351.83,0.0,C819604043,0.0,0.0,1,0
5188046,367,TRANSFER,520500.14,C75004200,520500.14,0.0,C687978944,0.0,0.0,1,0
5188048,367,TRANSFER,240427.17,C1605606339,240427.17,0.0,C1490951962,0.0,0.0,1,0
5188050,367,TRANSFER,48774.46,C479368139,48774.46,0.0,C342463747,0.0,0.0,1,0
5188052,367,TRANSFER,972009.75,C397472180,972009.75,0.0,C85938481,0.0,0.0,1,0
5188054,367,TRANSFER,362672.57,C903484940,362672.57,0.0,C1036408252,0.0,0.0,1,0
5188056,367,TRANSFER,435867.16,C790089745,435867.16,0.0,C1816333758,0.0,0.0,1,0
5188058,367,TRANSFER,902483.91,C757385548,902483.91,0.0,C150262836,0.0,0.0,1,0
5188060,368,TRANSFER,199414.45,C1842995301,199414.45,0.0,C1445649140,0.0,0.0,1,0
5188062,368,TRANSFER,1050635.77,C2102374682,1050635.77,0.0,C1827800010,0.0,0.0,1,0
5188064,368,TRANSFER,200419.12,C197020106,200419.12,0.0,C1227889272,0.0,0.0,1,0
5194285,369,TRANSFER,1674146.06,C767478867,1674146.06,0.0,C690992451,0.0,0.0,1,0
5194300,369,TRANSFER,231978.48,C202278158,231978.48,0.0,C988859148,0.0,0.0,1,0
5196359,369,TRANSFER,89596.79,C1585320500,89596.79,0.0,C1154746832,0.0,0.0,1,0
5212333,370,TRANSFER,310726.29,C1591378177,310726.29,0.0,C1129556923,0.0,0.0,1,0
5212802,370,TRANSFER,1822772.73,C1844415147,1822772.73,0.0,C1848964453,0.0,0.0,1,0
5214793,370,TRANSFER,283976.3,C2004415604,283976.3,0.0,C1405363067,0.0,0.0,1,0
5215432,370,TRANSFER,563149.41,C1064157081,563149.41,0.0,C755322456,0.0,0.0,1,0
5217379,370,TRANSFER,811459.21,C911097587,811459.21,0.0,C1529329683,0.0,0.0,1,0
5220939,370,TRANSFER,1634184.04,C675893330,1634184.04,0.0,C265392838,0.0,0.0,1,0
5221150,370,TRANSFER,10000000.0,C1802427135,11653144.1,1653144.1,C1072055067,0.0,0.0,1,0
5221152,370,TRANSFER,1653144.1,C462652864,1653144.1,0.0,C725249814,0.0,0.0,1,0
5222593,370,TRANSFER,243118.94,C1343535445,243118.94,0.0,C1908664816,0.0,0.0,1,0
5242913,371,TRANSFER,11630.38,C1937824051,11630.38,0.0,C1513735273,0.0,0.0,1,0
5248384,371,TRANSFER,174324.94,C1186321372,174324.94,0.0,C372000070,0.0,0.0,1,0
5253580,371,TRANSFER,205163.3,C1673136628,205163.3,0.0,C1138882522,0.0,0.0,1,0
5257405,372,TRANSFER,299172.82,C1770563900,299172.82,0.0,C495349286,0.0,0.0,1,0
5272961,372,TRANSFER,5464727.14,C1861461304,5464727.14,0.0,C618348006,0.0,0.0,1,0
5275607,372,TRANSFER,81814.51,C1513636547,81814.51,0.0,C526174668,0.0,0.0,1,0
5281868,372,TRANSFER,2923356.25,C1312260902,2923356.25,0.0,C1724629227,0.0,0.0,1,0
5287515,373,TRANSFER,141410.98,C530984971,141410.98,0.0,C215554874,0.0,0.0,1,0
5293161,373,TRANSFER,4294676.05,C975117365,4294676.05,0.0,C1981314185,0.0,0.0,1,0
5294506,373,TRANSFER,112835.43,C1846913649,112835.43,0.0,C963685375,0.0,0.0,1,0
5301176,373,TRANSFER,152314.49,C1353978265,152314.49,0.0,C1142361265,0.0,0.0,1,0
5312722,373,TRANSFER,530354.58,C1625326980,530354.58,0.0,C1011865698,0.0,0.0,1,0
5312889,373,TRANSFER,82750.0,C1893124712,82750.0,0.0,C199658774,0.0,0.0,1,0
5322216,374,TRANSFER,1968431.0,C1366764100,1968431.0,0.0,C932961272,0.0,0.0,1,0
5323781,374,TRANSFER,7466.12,C186075022,7466.12,0.0,C1001664465,0.0,0.0,1,0
5324383,374,TRANSFER,200418.1,C1730154967,200418.1,0.0,C26656347,0.0,0.0,1,0
5328688,374,TRANSFER,54725.54,C65923557,54725.54,0.0,C246666772,0.0,0.0,1,0
5330681,374,TRANSFER,243747.83,C1536431986,243747.83,0.0,C1220821347,0.0,0.0,1,0
5335532,374,TRANSFER,115125.3,C92520056,115125.3,0.0,C1970886312,0.0,0.0,1,0
5338220,374,TRANSFER,700523.69,C557416000,700523.69,0.0,C1372402495,0.0,0.0,1,0
5349897,375,TRANSFER,667733.81,C1449311251,667733.81,0.0,C1975743671,0.0,0.0,1,0
5351055,375,TRANSFER,118462.93,C353172290,118462.93,0.0,C1521894181,0.0,0.0,1,0
5355334,375,TRANSFER,821138.21,C895816013,821138.21,0.0,C2008137353,0.0,0.0,1,0
5359752,375,TRANSFER,385567.18,C960563833,385567.18,0.0,C939732491,0.0,0.0,1,0
5362425,375,TRANSFER,3724.3,C1177986961,3724.3,0.0,C1232954487,0.0,0.0,1,0
5373729,376,TRANSFER,248123.95,C551643409,248123.95,0.0,C634586560,0.0,0.0,1,0
5374709,376,TRANSFER,449032.97,C1012053866,449032.97,0.0,C1148781766,0.0,0.0,1,0
5393913,377,TRANSFER,2344540.14,C466106905,2344540.14,0.0,C2067219464,0.0,0.0,1,0
5396749,377,TRANSFER,434006.52,C1619687935,434006.52,0.0,C1837027614,0.0,0.0,1,0
5401276,377,TRANSFER,73946.79,C1995894884,73946.79,0.0,C2035661541,0.0,0.0,1,0
5402152,377,TRANSFER,503420.67,C1954167888,503420.67,0.0,C2111339406,0.0,0.0,1,0
5404171,377,TRANSFER,489033.93,C2125867805,489033.93,0.0,C1378742285,0.0,0.0,1,0
5407591,378,TRANSFER,192815.77,C2040900392,192815.77,0.0,C623153893,0.0,0.0,1,0
5413430,378,TRANSFER,187761.76,C901042408,187761.76,0.0,C469325256,0.0,0.0,1,0
5454841,379,TRANSFER,36942.13,C1878038300,36942.13,0.0,C1256363889,0.0,0.0,1,0
5456352,379,TRANSFER,99458.21,C1514527764,99458.21,0.0,C1947200265,0.0,0.0,1,0
5458342,379,TRANSFER,284000.25,C1797578392,284000.25,0.0,C27924334,0.0,0.0,1,0
5460819,379,TRANSFER,626673.66,C714182090,626673.66,0.0,C1823914038,0.0,0.0,1,0
5462542,379,TRANSFER,17216.14,C1500954135,17216.14,0.0,C1753438531,0.0,0.0,1,0
5467196,379,TRANSFER,8317724.27,C2084166173,8317724.27,0.0,C1399946131,0.0,0.0,1,0
5477541,379,TRANSFER,2983996.6,C491418989,2983996.6,0.0,C2053136767,0.0,0.0,1,0
5479343,379,TRANSFER,4445514.2,C1149729385,4445514.2,0.0,C246500623,0.0,0.0,1,0
5496478,380,TRANSFER,2784.51,C1150996147,2784.51,0.0,C278927919,0.0,0.0,1,0
5506814,380,TRANSFER,3070709.95,C739766096,3070709.95,0.0,C2100602462,0.0,0.0,1,0
5509071,380,TRANSFER,49076.27,C955833247,49076.27,0.0,C517854187,0.0,0.0,1,0
5511891,380,TRANSFER,330218.85,C94784819,330218.85,0.0,C597468231,0.0,0.0,1,0
5514350,380,TRANSFER,70125.14,C292281038,70125.14,0.0,C1409481087,0.0,0.0,1,0
5517871,380,TRANSFER,259820.39,C160893459,259820.39,0.0,C1231260699,0.0,0.0,1,0
